transaction_id,user_id,amount,payment_method,device_type,mouse_movement_score,geo_location,ip_risk_score,account_age_days,time_of_day,day_of_week,num_prev_transactions,avg_transaction_amount,is_international,is_vpn,fraud_flag
txn_19409,3974,167.64,wallet,tablet,0.54,Dubai,0.23,717,13,Sunday,11,64.17,0,1,0
txn_8028,4265,5.81,wallet,mobile,0.17,Unknown,0.6,1633,18,Monday,14,85.22,0,1,0
txn_31823,1869,5.81,credit_card,tablet,0.07,Unknown,0.01,1489,18,Friday,8,88.42,0,0,0
txn_38270,4134,144.87,bnpl,tablet,0.26,London,0.09,845,23,Saturday,10,85.83,0,0,0
txn_21550,4718,330.05,credit_card,tablet,0.4,New York,0.44,414,14,Wednesday,6,60.87,0,0,0
txn_33562,2009,127.98,wallet,mobile,0.05,London,0.44,1340,9,Thursday,8,58.17,0,0,0
txn_47339,1991,142.52,bnpl,desktop,0.29,London,0.86,1263,11,Sunday,9,85.48,0,0,0
txn_41520,1121,60.83,bnpl,mobile,0.09,Delhi,0.76,1970,18,Sunday,12,64.93,0,0,0
txn_21436,1539,26.89,None,tablet,0.26,Bangalore,0.71,1409,18,Monday,14,50.82,1,0,0
txn_36766,3499,56.4,debit_card,desktop,0.38,Delhi,0.64,864,4,Saturday,11,81.47,0,0,0
txn_16264,2396,5.61,upi,tablet,,New York,0.58,1637,12,Friday,13,70.3,0,0,0
txn_1567,2928,33.46,bnpl,desktop,0.4,Unknown,0.07,844,9,Wednesday,21,100.62,0,0,0
txn_24449,3980,48.04,wallet,desktop,0.25,London,0.53,1295,18,Tuesday,9,53.5,0,0,0
txn_22521,3791,121.61,net_banking,mobile,0.23,New York,0.78,1862,7,Thursday,11,63.25,0,0,0
txn_4648,3894,62.14,credit_card,desktop,0.42,Delhi,0.36,404,17,Saturday,11,54.8,0,0,0
txn_29039,4729,35.13,bnpl,desktop,0.36,Bangalore,0.26,1425,22,Saturday,15,60.86,0,0,0
txn_41590,1287,78.69,wallet,mobile,0.5,None,0.32,714,7,Thursday,11,58.01,0,0,0
txn_48905,4443,77.86,debit_card,tablet,0.29,New York,0.15,761,10,None,9,,0,1,0
txn_44342,1575,323.27,upi,mobile,0.34,Unknown,0.85,1113,0,Sunday,5,95.04,1,1,0
txn_29000,4296,228.62,wallet,desktop,0.03,London,0.39,1424,4,Saturday,9,75.53,0,0,0
txn_40935,2049,117.39,debit_card,mobile,0.41,Mumbai,0.92,1407,10,Sunday,15,70.86,0,0,0
txn_22147,2881,270.46,debit_card,tablet,0.36,Mumbai,0.71,1577,14,Saturday,7,88.44,0,0,0
txn_17696,3922,13.95,bnpl,desktop,0.56,None,0.92,1963,19,Sunday,7,147.04,0,0,0
txn_10303,4473,172.96,bnpl,desktop,0.24,None,0.28,1670,9,None,15,86.93,0,0,0
txn_45057,4077,4.08,upi,desktop,0.27,Delhi,0.9,710,8,Saturday,7,88.96,0,0,0
txn_20491,2904,34.02,upi,None,0.22,Delhi,0.87,976,22,Monday,12,54.62,0,1,0
txn_21,4380,71.4,net_banking,desktop,0.08,London,0.43,1035,3,Monday,7,66.45,0,0,1
txn_39047,2360,79.94,credit_card,tablet,,Delhi,0.41,1980,17,Friday,12,61.42,0,0,0
txn_16025,3065,16.63,debit_card,tablet,0.21,New York,0.21,1496,13,Friday,4,69.6,1,0,0
txn_8581,2231,205.81,bnpl,tablet,0.3,Mumbai,0.52,396,3,Sunday,10,79.77,0,0,0
txn_16495,2818,15.79,None,tablet,0.13,London,0.13,111,14,Tuesday,8,98.33,0,1,0
txn_37507,1923,79.55,net_banking,desktop,0.18,New York,0.0,1838,19,Wednesday,10,76.05,0,0,0
txn_28257,4169,517.94,debit_card,tablet,0.51,Unknown,0.46,413,12,Thursday,12,73.93,0,1,0
txn_11444,3890,174.5,wallet,tablet,0.06,New York,0.55,1393,1,Wednesday,5,31.62,0,0,0
txn_3312,4244,79.16,bnpl,None,0.4,Unknown,0.93,909,17,Thursday,6,82.07,1,0,0
txn_21636,3130,276.68,bnpl,mobile,0.39,New York,0.69,1449,7,Saturday,12,80.08,0,0,0
txn_3566,1369,13.94,upi,mobile,,Unknown,0.71,986,10,Tuesday,7,91.99,0,1,0
txn_1450,1992,62.25,wallet,mobile,0.33,New York,0.58,1837,16,Saturday,13,80.6,0,0,1
txn_188,3842,22.41,None,desktop,0.24,New York,0.61,1186,9,Monday,9,90.45,1,0,1
txn_10131,1283,92.25,bnpl,desktop,0.34,Delhi,0.52,117,15,Thursday,10,58.47,0,1,0
txn_9406,2727,24.74,wallet,desktop,0.33,Mumbai,0.95,1034,20,Saturday,12,123.89,0,1,0
txn_44902,1947,13.65,upi,mobile,0.39,New York,0.81,1510,2,Friday,14,83.57,1,0,0
txn_1841,1587,38.42,debit_card,tablet,0.15,Bangalore,0.88,1331,7,Saturday,9,65.68,0,0,0
txn_26775,3702,213.29,upi,mobile,0.06,Delhi,0.3,295,10,Saturday,10,105.37,1,0,0
txn_2851,2092,52.04,wallet,tablet,0.19,Mumbai,0.23,1625,8,Monday,9,99.01,0,0,0
txn_21221,4957,129.51,credit_card,mobile,,Bangalore,0.27,1899,3,Saturday,5,,0,0,0
txn_41805,1876,89.92,wallet,tablet,0.5,Unknown,0.96,77,13,None,11,92.8,0,1,0
txn_31710,3785,23.58,debit_card,mobile,0.42,Dubai,0.46,1649,6,None,5,65.55,0,0,0
txn_48001,3948,116.02,wallet,desktop,0.14,None,0.69,1749,12,Tuesday,8,75.54,0,0,0
txn_3962,4202,84.15,bnpl,mobile,0.33,London,0.26,933,1,Saturday,11,100.46,0,0,0
txn_14454,4858,166.28,credit_card,desktop,0.16,Unknown,0.27,408,12,Tuesday,8,73.51,0,0,0
txn_40068,1440,29.73,credit_card,None,0.57,London,0.54,1539,20,Wednesday,18,89.91,0,0,0
txn_45315,1045,213.7,bnpl,desktop,0.13,Delhi,0.49,1563,20,Wednesday,10,77.63,0,0,0
txn_45439,1159,46.94,bnpl,mobile,0.63,New York,0.6,1088,13,Tuesday,10,67.93,0,0,0
txn_10809,3697,57.98,bnpl,tablet,,Mumbai,0.78,216,21,Friday,11,107.18,0,0,0
txn_23752,1282,51.5,bnpl,tablet,0.29,New York,0.98,435,21,Wednesday,15,,0,1,0
txn_7678,4341,2.6,None,mobile,0.13,New York,0.29,1440,3,Monday,10,89.56,0,0,0
txn_46547,1047,112.68,debit_card,mobile,0.36,None,0.02,441,10,Thursday,9,82.57,0,0,0
txn_39027,1412,118.23,None,mobile,0.12,Dubai,0.3,1295,17,Friday,14,102.19,0,0,0
txn_20016,3665,116.25,credit_card,tablet,0.36,Delhi,0.6,419,1,Friday,6,99.36,0,0,0
txn_45658,2113,122.68,upi,None,0.28,Bangalore,0.28,530,1,Sunday,12,96.05,0,1,0
txn_19009,1772,117.63,bnpl,mobile,0.2,Bangalore,0.27,783,1,Tuesday,11,78.82,1,0,0
txn_14540,2881,29.65,bnpl,desktop,0.08,Delhi,0.67,1004,5,Sunday,11,44.07,0,0,0
txn_24074,3121,19.06,credit_card,desktop,0.19,Bangalore,1.0,1211,10,Saturday,17,50.06,0,0,0
txn_43238,1110,110.83,upi,mobile,0.76,None,0.97,1003,14,Friday,13,94.56,0,0,0
txn_37931,2035,81.06,upi,mobile,0.37,London,0.48,1962,23,Saturday,8,107.92,0,0,0
txn_44668,2302,85.25,bnpl,tablet,0.08,None,0.94,530,18,Thursday,14,59.0,0,0,0
txn_10120,1356,41.66,net_banking,tablet,0.41,Unknown,,1931,10,Sunday,6,66.64,0,1,0
txn_10235,1897,92.69,net_banking,tablet,,Unknown,0.58,645,20,Tuesday,10,82.56,0,1,0
txn_47756,2914,105.46,upi,mobile,0.46,Dubai,0.47,1889,16,Sunday,19,62.87,0,1,0
txn_17222,3939,103.92,wallet,tablet,0.06,Bangalore,0.18,1258,14,Thursday,9,90.4,0,0,0
txn_5135,3010,290.11,credit_card,desktop,0.44,Mumbai,0.69,190,17,Saturday,9,79.07,0,0,0
txn_39276,1391,33.71,debit_card,desktop,0.2,Dubai,0.3,1614,17,Friday,6,113.01,0,0,0
txn_1951,4886,25.29,credit_card,tablet,0.34,Unknown,0.33,739,3,Tuesday,7,89.14,1,0,0
txn_6013,3994,104.1,credit_card,tablet,0.29,Bangalore,0.67,251,5,Thursday,7,86.32,0,0,0
txn_42095,1996,15.9,debit_card,desktop,0.24,None,0.78,1267,21,Sunday,5,68.31,0,0,0
txn_16949,4337,72.96,bnpl,mobile,0.17,Mumbai,0.63,852,14,Friday,12,79.25,0,0,0
txn_26974,2892,212.84,bnpl,mobile,0.21,Delhi,0.31,95,21,Tuesday,10,82.63,0,0,0
txn_19448,1385,14.46,net_banking,mobile,0.5,London,0.78,1896,12,Wednesday,4,81.0,0,0,0
txn_15252,2371,34.32,net_banking,tablet,0.07,Dubai,0.05,847,0,Wednesday,18,79.15,0,0,0
txn_10288,4155,26.34,credit_card,tablet,0.13,New York,,1932,2,Monday,11,63.33,0,0,0
txn_31008,2641,1.0,bnpl,tablet,0.58,Mumbai,0.7,1975,21,Sunday,11,119.93,0,0,0
txn_8513,1428,83.9,net_banking,tablet,0.24,Delhi,0.98,926,20,Sunday,9,101.41,0,0,0
txn_21030,2620,95.46,wallet,tablet,0.06,Unknown,0.07,339,13,Sunday,9,,0,0,0
txn_3509,4554,120.11,net_banking,mobile,0.47,New York,0.57,1600,6,Monday,7,118.96,0,0,0
txn_17747,2278,4.93,debit_card,tablet,0.25,London,0.62,1652,9,Sunday,10,72.87,0,0,0
txn_30442,1740,243.9,wallet,desktop,0.66,Mumbai,0.39,30,17,Monday,8,67.15,0,0,0
txn_42587,2059,32.26,upi,mobile,0.19,New York,0.98,899,17,Wednesday,7,,0,0,0
txn_45941,1424,68.43,debit_card,tablet,0.43,None,0.31,1132,5,Wednesday,12,70.19,0,0,0
txn_10671,2506,54.23,debit_card,mobile,0.12,Bangalore,0.29,319,22,Thursday,17,102.29,0,0,0
txn_48000,2046,48.43,upi,tablet,0.18,Unknown,0.12,1464,8,Thursday,13,54.29,0,1,0
txn_3790,2099,6.73,net_banking,mobile,0.18,Dubai,0.57,87,12,Friday,7,65.84,0,0,0
txn_11872,2030,110.32,net_banking,mobile,0.36,Delhi,0.65,24,0,Thursday,10,62.83,0,0,0
txn_27935,3034,47.68,bnpl,mobile,0.68,Dubai,0.28,1019,2,Sunday,15,33.72,0,0,0
txn_3419,3260,55.77,bnpl,tablet,0.02,Bangalore,0.09,1316,14,Monday,9,71.59,0,0,0
txn_47338,1694,45.74,credit_card,desktop,0.08,New York,0.54,549,2,Friday,5,91.68,0,0,0
txn_9767,1179,65.6,bnpl,mobile,0.6,Delhi,,1414,11,Tuesday,6,,0,1,0
txn_227,1795,59.37,upi,desktop,0.09,London,0.3,1307,17,Tuesday,7,102.53,0,0,1
txn_16558,1011,143.53,upi,mobile,0.31,Delhi,,766,7,Monday,13,66.21,1,0,0
txn_5148,4607,64.71,net_banking,None,0.44,Unknown,0.78,1046,4,Wednesday,7,41.18,0,0,0
txn_18590,4505,38.82,wallet,mobile,0.47,New York,0.65,1555,5,Wednesday,12,48.69,0,0,0
txn_34489,2041,4.68,upi,tablet,0.25,None,0.57,882,22,Friday,10,65.66,0,0,0
txn_41665,3364,26.45,wallet,tablet,0.17,Delhi,0.81,1140,22,Saturday,7,74.59,0,0,0
txn_18849,2954,70.19,bnpl,tablet,0.2,New York,0.69,310,12,Tuesday,9,93.52,0,0,0
txn_31234,4248,9.24,bnpl,mobile,0.56,Delhi,0.71,325,11,None,10,51.64,0,0,0
txn_25746,2718,105.47,credit_card,mobile,0.13,Mumbai,,1573,4,Wednesday,6,74.01,0,0,0
txn_39724,2491,50.51,wallet,mobile,0.22,New York,1.0,1655,7,Sunday,12,95.21,0,0,0
txn_19559,2352,78.53,wallet,mobile,0.01,New York,0.6,1455,13,Sunday,10,69.65,0,0,0
txn_42459,1085,42.03,credit_card,tablet,0.36,Bangalore,0.56,1479,20,None,13,63.68,0,0,0
txn_21100,2129,206.02,upi,desktop,0.05,Dubai,0.97,1475,12,Friday,12,,0,0,0
txn_15521,1912,46.79,credit_card,mobile,0.7,None,0.51,1151,1,Monday,18,64.4,0,1,0
txn_3565,3814,50.88,bnpl,tablet,0.18,New York,0.85,14,4,Sunday,11,,0,0,0
txn_8518,3244,49.66,net_banking,desktop,0.09,Bangalore,0.96,498,20,Wednesday,12,56.4,0,1,0
txn_2269,2574,81.16,debit_card,mobile,0.05,Delhi,0.9,1940,4,Thursday,7,84.6,0,0,0
txn_17688,1475,3.11,wallet,mobile,0.41,Unknown,0.71,649,7,None,9,75.38,0,0,0
txn_25954,3948,35.25,bnpl,mobile,0.29,Delhi,0.8,230,10,Thursday,13,66.48,0,0,0
txn_35798,2323,45.6,debit_card,mobile,,London,,1896,16,Wednesday,7,90.27,0,0,0
txn_21378,3604,21.42,upi,tablet,0.27,Unknown,0.74,1262,16,Monday,11,94.41,0,1,0
txn_12507,2531,98.31,credit_card,tablet,0.07,Dubai,0.63,765,14,Tuesday,7,74.93,0,0,0
txn_7303,3677,12.35,None,tablet,0.11,New York,0.3,296,15,None,11,81.98,0,0,0
txn_41817,3853,10.35,credit_card,tablet,0.26,Delhi,0.88,86,2,Saturday,8,81.88,1,0,0
txn_30509,1418,100.68,net_banking,desktop,0.47,Dubai,0.27,530,1,Wednesday,6,96.3,0,0,0
txn_46230,1933,31.89,debit_card,tablet,0.11,New York,0.89,101,5,Monday,10,98.45,0,1,0
txn_49536,4667,109.28,bnpl,desktop,0.41,Mumbai,1.0,1225,17,Friday,14,93.71,0,0,0
txn_3615,1779,43.27,debit_card,desktop,0.15,New York,0.69,1345,12,Tuesday,11,91.0,0,0,0
txn_44743,4956,102.9,wallet,desktop,0.21,Mumbai,0.04,391,20,Wednesday,9,46.97,0,0,0
txn_32951,3065,24.12,None,tablet,0.08,Bangalore,,69,5,Tuesday,11,50.83,0,0,0
txn_25969,2074,71.1,upi,desktop,0.07,New York,0.05,823,13,Saturday,13,97.59,0,0,0
txn_28185,2366,55.24,debit_card,mobile,0.72,Delhi,0.16,16,16,Friday,8,74.35,0,0,0
txn_37571,3916,21.51,bnpl,None,0.48,London,0.35,1134,3,Friday,10,107.83,0,0,0
txn_32485,1242,128.3,bnpl,desktop,0.45,None,0.7,848,7,None,8,,0,0,0
txn_735,4974,19.9,upi,tablet,0.14,Bangalore,0.16,1295,22,Sunday,6,79.2,0,0,1
txn_44041,2765,62.13,wallet,desktop,0.28,Dubai,0.39,1194,11,Tuesday,8,71.2,1,0,0
txn_18151,1035,12.59,credit_card,mobile,0.52,Mumbai,0.64,813,4,Friday,14,91.82,0,0,0
txn_41481,4559,36.01,debit_card,mobile,0.4,Dubai,0.51,1545,2,Saturday,12,116.04,0,0,0
txn_30526,1111,244.34,net_banking,desktop,0.27,Delhi,0.16,746,21,Tuesday,10,75.86,0,0,0
txn_48248,2484,27.09,bnpl,mobile,0.11,New York,0.96,1831,13,Monday,11,114.08,0,0,0
txn_28517,2466,214.87,upi,desktop,0.61,Delhi,0.49,526,15,Monday,9,105.57,0,1,0
txn_15041,3131,71.06,net_banking,mobile,0.26,Unknown,0.53,907,10,Thursday,11,67.08,0,0,0
txn_34912,3728,104.96,net_banking,tablet,0.14,None,0.78,600,17,Thursday,8,82.88,0,0,0
txn_23966,2523,9.65,wallet,desktop,0.2,London,0.16,1628,18,Wednesday,13,84.2,0,0,0
txn_27954,4340,12.87,wallet,tablet,0.4,Delhi,0.45,1230,3,Friday,9,48.88,0,0,0
txn_26444,4608,270.14,net_banking,desktop,0.3,London,0.27,1755,14,Friday,12,89.47,0,0,0
txn_14502,4139,25.17,upi,desktop,,None,0.96,1185,16,Wednesday,4,76.84,0,0,0
txn_28038,1995,342.02,upi,desktop,0.45,Unknown,0.41,902,11,Sunday,13,81.3,0,0,0
txn_38659,3513,11.43,bnpl,mobile,0.29,London,0.7,1199,10,Saturday,11,79.44,0,0,0
txn_44289,3260,31.84,net_banking,mobile,0.26,Unknown,0.28,566,0,Tuesday,6,42.56,0,0,0
txn_41191,1804,128.72,bnpl,mobile,0.49,London,0.16,782,17,Sunday,10,68.11,0,0,0
txn_18336,2891,128.47,debit_card,mobile,0.47,New York,0.85,1279,10,Thursday,12,67.63,0,0,0
txn_49789,3668,52.79,wallet,mobile,0.22,London,0.92,1367,9,Monday,2,106.22,0,0,0
txn_21981,3280,16.2,bnpl,tablet,0.11,Dubai,0.36,1146,13,Tuesday,13,97.0,1,0,0
txn_44108,2875,96.44,debit_card,desktop,0.45,London,0.97,1290,5,Thursday,12,80.73,1,0,0
txn_13754,1267,43.68,wallet,desktop,0.55,London,0.99,37,11,Saturday,12,98.51,0,1,0
txn_33264,3823,177.33,credit_card,mobile,0.29,New York,,1456,0,None,5,118.44,1,0,0
txn_2553,1250,32.36,bnpl,mobile,0.31,Dubai,0.99,1437,14,Wednesday,13,81.64,0,0,0
txn_8457,2564,155.45,upi,mobile,0.17,London,0.06,485,19,Thursday,11,95.46,0,0,0
txn_48841,2245,14.08,wallet,desktop,0.42,Mumbai,0.46,503,18,Monday,7,57.29,0,0,0
txn_39619,1660,57.6,bnpl,tablet,0.51,None,0.18,450,7,Thursday,8,101.97,0,0,0
txn_24612,4590,183.5,credit_card,mobile,0.03,London,0.09,451,16,Thursday,10,106.12,0,0,0
txn_38782,4694,95.69,None,mobile,0.29,Unknown,0.72,1953,2,Monday,15,116.8,0,0,0
txn_39665,2020,10.88,wallet,tablet,,London,0.42,1967,0,Tuesday,10,85.65,0,0,0
txn_3349,2079,9.22,debit_card,mobile,0.43,Dubai,0.24,37,19,Thursday,11,81.98,0,0,0
txn_48019,4419,57.04,upi,desktop,0.11,Unknown,0.88,721,10,Tuesday,10,73.47,0,0,0
txn_42596,2562,35.33,upi,None,0.2,Delhi,0.42,327,0,Thursday,7,96.24,1,0,0
txn_28106,2833,6.58,debit_card,tablet,0.03,Bangalore,0.7,1842,23,Saturday,4,114.81,0,1,0
txn_6891,4970,11.76,wallet,desktop,,Dubai,0.1,237,22,Tuesday,1,61.87,1,0,0
txn_47343,4299,174.51,wallet,mobile,0.59,London,0.39,1888,17,Monday,8,143.51,0,0,0
txn_1604,4874,17.52,debit_card,mobile,0.07,Bangalore,0.74,991,21,Sunday,12,72.58,0,0,0
txn_2098,3864,79.27,credit_card,mobile,0.19,New York,0.63,1608,13,Sunday,9,68.77,0,0,0
txn_724,3896,73.56,debit_card,tablet,0.46,New York,0.53,536,16,None,4,76.93,0,1,1
txn_44336,2745,126.58,bnpl,mobile,0.09,None,0.52,36,15,Saturday,12,112.18,1,0,0
txn_3795,3974,72.38,net_banking,None,0.08,Unknown,0.15,879,10,Wednesday,12,50.53,1,1,0
txn_45771,3931,103.99,upi,desktop,0.38,Dubai,1.0,580,8,Sunday,12,113.02,0,0,0
txn_34956,2649,75.91,wallet,desktop,0.3,Unknown,0.26,152,0,Wednesday,9,65.01,1,1,0
txn_25957,2388,151.57,net_banking,mobile,0.32,Unknown,0.6,563,2,Wednesday,6,57.38,0,0,0
txn_30175,2662,46.55,net_banking,desktop,0.5,Delhi,0.64,1105,12,Wednesday,5,46.31,0,0,0
txn_5437,3097,6.55,upi,desktop,0.24,New York,0.04,1954,18,Tuesday,7,72.95,1,0,0
txn_27007,3738,28.81,wallet,tablet,0.49,Mumbai,0.02,763,23,Tuesday,8,88.65,0,0,0
txn_41720,3345,1096.64,None,desktop,0.21,Bangalore,0.86,1043,14,Saturday,5,,0,0,0
txn_37051,3134,20.04,wallet,desktop,0.11,Bangalore,0.01,1199,7,Saturday,9,81.31,0,0,0
txn_13047,3485,58.59,upi,desktop,0.28,New York,0.83,1350,10,Saturday,10,46.06,0,0,0
txn_13098,4464,249.01,upi,tablet,0.54,Delhi,0.47,873,0,Thursday,7,74.94,0,0,0
txn_29983,3994,31.77,wallet,desktop,0.23,Unknown,0.03,1944,17,Thursday,11,49.45,0,0,0
txn_30181,2090,180.62,net_banking,mobile,0.25,Delhi,0.99,307,7,Thursday,9,98.35,0,0,0
txn_47732,3260,14.72,bnpl,desktop,0.48,Unknown,0.03,38,18,Monday,14,72.29,0,0,0
txn_20147,4499,109.69,wallet,mobile,0.22,Mumbai,0.13,1638,6,Sunday,6,88.19,0,0,0
txn_6249,2029,271.45,net_banking,desktop,0.27,Bangalore,0.97,1216,9,Wednesday,14,49.21,0,0,0
txn_21938,3670,4.73,bnpl,desktop,0.36,Delhi,0.89,364,13,Friday,10,109.24,0,0,0
txn_23708,1521,50.85,wallet,tablet,0.29,Delhi,0.88,1936,5,Friday,17,110.37,1,0,0
txn_26977,3869,296.82,credit_card,desktop,0.42,Delhi,0.18,61,2,Saturday,11,72.63,0,1,0
txn_37113,1684,98.76,credit_card,tablet,0.27,Mumbai,0.43,28,3,Tuesday,9,113.41,0,0,0
txn_15769,2660,4.2,upi,desktop,0.16,Delhi,0.07,1218,23,Thursday,9,76.26,0,0,0
txn_31786,3873,301.18,bnpl,mobile,0.4,Mumbai,0.7,1149,16,Friday,10,108.24,0,0,0
txn_5146,2124,146.39,net_banking,desktop,0.31,Mumbai,0.35,1965,11,Monday,17,101.13,0,1,0
txn_48676,3196,11.5,bnpl,desktop,0.39,None,0.68,126,3,Saturday,6,97.58,0,0,0
txn_46517,1028,142.42,bnpl,tablet,0.42,Mumbai,0.57,554,4,Thursday,11,77.49,0,0,0
txn_3199,3368,348.33,debit_card,mobile,0.49,Dubai,,739,5,Wednesday,14,84.43,0,0,0
txn_37522,1284,93.48,net_banking,tablet,0.11,Dubai,0.85,1865,23,Thursday,9,62.75,0,0,0
txn_46847,2517,363.29,credit_card,tablet,0.09,Mumbai,0.47,1531,2,Thursday,7,,0,1,0
txn_14233,4035,7.36,credit_card,mobile,0.33,Delhi,0.81,360,17,Tuesday,10,78.59,0,0,0
txn_28908,2158,244.76,credit_card,mobile,0.02,London,0.24,120,16,Thursday,16,84.72,1,0,0
txn_7945,4843,39.63,wallet,desktop,0.67,Bangalore,0.27,44,2,Sunday,12,90.85,0,0,0
txn_7562,3445,73.17,net_banking,mobile,0.13,Bangalore,0.41,966,23,Wednesday,15,123.24,0,0,0
txn_16821,1319,6.18,credit_card,tablet,0.25,Bangalore,0.41,809,9,Wednesday,13,53.81,0,0,0
txn_3037,2660,75.66,net_banking,mobile,0.5,Mumbai,0.18,1877,20,Thursday,19,77.66,0,0,0
txn_40914,4699,45.74,net_banking,tablet,0.41,London,0.08,678,16,Wednesday,10,77.57,1,0,0
txn_5987,2157,27.32,net_banking,tablet,0.25,Unknown,0.72,1183,9,None,12,97.61,0,0,0
txn_22449,2529,18.63,bnpl,tablet,0.43,London,0.75,1509,7,Sunday,8,83.09,0,0,0
txn_5039,1182,7.75,net_banking,desktop,0.43,Bangalore,0.04,1076,14,Saturday,7,116.34,0,0,0
txn_40232,1985,139.96,debit_card,desktop,,Dubai,0.65,360,22,Tuesday,6,82.21,0,0,0
txn_18441,4128,33.55,upi,tablet,0.21,Bangalore,0.1,1969,8,Wednesday,6,90.58,1,0,0
txn_24927,4809,52.82,None,None,0.28,Bangalore,0.6,625,21,Sunday,11,98.23,0,0,0
txn_45967,2141,5.16,debit_card,tablet,0.3,Delhi,0.46,1288,23,Saturday,10,102.85,0,0,0
txn_15903,4817,96.78,debit_card,mobile,0.53,Delhi,0.62,599,0,Monday,7,92.41,1,0,0
txn_30441,3720,177.41,bnpl,tablet,0.32,Delhi,0.21,675,14,Friday,13,63.83,1,0,0
txn_28024,3451,36.86,wallet,tablet,0.3,Dubai,,1021,18,Saturday,15,76.81,0,0,0
txn_36621,3306,50.63,debit_card,desktop,0.02,Bangalore,0.46,1973,15,Wednesday,12,52.05,0,0,0
txn_7307,1915,124.26,debit_card,tablet,0.51,Dubai,0.37,1796,12,None,9,70.34,0,0,0
txn_42219,3375,95.05,None,desktop,0.32,Unknown,0.74,1020,0,Tuesday,3,34.63,0,0,0
txn_7285,1922,64.63,net_banking,tablet,0.43,Unknown,0.48,1830,16,Saturday,9,35.19,1,1,0
txn_13068,3986,150.92,upi,desktop,0.38,Unknown,0.61,483,13,Wednesday,15,73.64,0,0,0
txn_2146,1053,40.19,net_banking,desktop,0.42,None,0.18,1992,5,Friday,11,62.25,0,0,0
txn_34449,1968,140.06,debit_card,tablet,0.1,New York,0.36,81,5,Wednesday,11,50.66,0,0,0
txn_17162,3317,53.23,credit_card,mobile,0.44,Mumbai,0.92,504,0,Tuesday,8,73.95,0,0,0
txn_49677,3629,80.44,debit_card,mobile,0.43,Mumbai,0.98,1916,15,Monday,4,90.89,0,0,0
txn_10639,4634,37.94,credit_card,None,0.41,London,0.84,1905,23,Sunday,9,102.21,0,0,0
txn_10203,3729,198.19,upi,tablet,0.3,Mumbai,0.96,1272,6,Wednesday,15,,0,0,0
txn_14136,4258,207.69,debit_card,mobile,0.49,Delhi,0.76,366,1,Thursday,9,68.51,0,0,0
txn_47585,3776,174.81,upi,tablet,0.3,Dubai,0.44,280,12,None,6,67.23,0,0,0
txn_20363,2046,79.71,credit_card,tablet,0.39,Unknown,0.01,370,11,Friday,9,85.35,0,0,0
txn_29099,3443,8.83,credit_card,mobile,0.23,New York,0.49,317,23,Monday,11,49.9,0,0,0
txn_1720,2790,7.28,wallet,desktop,0.52,London,0.65,1592,21,Monday,8,97.11,0,0,0
txn_33068,4408,15.97,credit_card,mobile,0.29,Mumbai,0.35,1364,12,Wednesday,6,92.55,0,0,0
txn_13363,2162,290.71,upi,tablet,0.13,Bangalore,0.02,41,18,Saturday,12,72.18,1,0,0
txn_31552,1351,190.62,credit_card,mobile,0.23,None,0.46,837,2,Monday,16,86.61,0,0,0
txn_27963,4808,9.52,wallet,tablet,0.01,London,0.55,12,3,Tuesday,11,70.17,0,0,0
txn_44708,1850,77.41,bnpl,mobile,0.41,Delhi,,476,4,Wednesday,12,94.26,0,0,0
txn_35417,3542,73.67,None,mobile,0.16,Bangalore,0.97,1447,0,Wednesday,13,121.1,0,0,0
txn_19287,2060,230.46,wallet,tablet,0.31,Unknown,0.27,1239,3,Wednesday,10,69.09,1,0,0
txn_20778,4595,203.73,debit_card,tablet,0.57,London,0.96,1418,21,Friday,8,80.19,0,0,0
txn_17524,2642,113.76,wallet,desktop,0.02,Mumbai,0.28,370,4,Thursday,13,63.71,1,0,0
txn_10153,4176,120.09,bnpl,mobile,0.35,Dubai,0.69,589,22,Monday,11,70.31,0,0,0
txn_4029,3290,95.35,credit_card,mobile,0.21,Delhi,0.69,1241,19,Saturday,9,64.61,0,0,0
txn_14355,4810,27.04,bnpl,mobile,0.47,Mumbai,0.3,354,23,Sunday,10,,0,0,0
txn_10794,2312,16.28,net_banking,tablet,0.19,None,0.12,918,10,Sunday,10,72.15,0,0,0
txn_15170,2592,53.13,wallet,mobile,0.49,Bangalore,0.5,890,8,Tuesday,9,60.99,0,0,0
txn_5561,1115,405.88,credit_card,tablet,0.17,Mumbai,0.82,394,11,Sunday,10,46.05,0,0,0
txn_29378,2810,163.39,bnpl,tablet,0.28,London,0.83,1355,16,None,5,67.8,1,0,0
txn_35116,1032,150.33,bnpl,desktop,0.09,Delhi,0.64,1041,0,Monday,14,55.31,0,0,0
txn_31678,4924,122.62,bnpl,desktop,0.23,Delhi,0.9,1027,14,Friday,8,87.83,0,0,0
txn_12187,2618,28.91,credit_card,tablet,0.41,Delhi,0.78,512,22,Monday,12,34.73,0,0,0
txn_42002,3190,99.63,debit_card,desktop,0.38,Dubai,0.64,1910,22,None,8,93.24,0,0,0
txn_25535,1887,96.9,None,tablet,0.52,New York,0.24,1141,0,Saturday,19,,0,1,0
txn_17089,3349,7.01,None,desktop,0.11,Delhi,0.12,627,15,Wednesday,9,97.2,1,0,0
